company_name,count_salary_from_pln,mean_salary_from_pln,median_salary_from_pln,min_salary_from_pln,max_salary_from_pln,std_salary_from_pln
PKO BP Finat,4,10250.0,9000.0,9000.0,14000.0,2500.0
PN standard,3,12000.0,12000.0,12000.0,12000.0,0.0
POLSKIE ePŁATNOŚCI S.A.,6,9833.333333333334,9000.0,7000.0,15000.0,2714.1603981096378
PPM,11,5545.454545454545,5500.0,5500.0,6000.0,150.75567228888184
PRINTU,2,10000.0,10000.0,10000.0,10000.0,0.0
PRO MAGIS SP Z O O,1,5500.0,5500.0,5500.0,5500.0,
PRP Poland,1,10000.0,10000.0,10000.0,10000.0,
PTEROIS sp. z o.o.,1,18000.0,18000.0,18000.0,18000.0,
PWPW S.A,1,5000.0,5000.0,5000.0,5000.0,
Palapa Technologies,2,14000.0,14000.0,14000.0,14000.0,0.0
Pan Express sp. z o.o. sp. k.,1,5000.0,5000.0,5000.0,5000.0,
Panda Group,1,11000.0,11000.0,11000.0,11000.0,
Payarto,10,10000.0,10000.0,10000.0,10000.0,0.0
Paymento Financial S.A.,1,10000.0,10000.0,10000.0,10000.0,
Paymentology,1,21450.0,21450.0,21450.0,21450.0,
PeakData,70,28934.420000000002,28244.16,10199.28,35025.0,6193.197423809777
People More,40,18000.0,18000.0,16000.0,20000.0,2025.4787341673332
PeopleTrust Sp. z o.o.,29,22709.862068965518,21840.0,13850.0,31050.0,5297.776405006012
Perfect Gym Solutions,2,8500.0,8500.0,5000.0,12000.0,4949.747468305833
Performance Media,1,11000.0,11000.0,11000.0,11000.0,
PharmaPartner (Program Kariera),1,3600.0,3600.0,3600.0,3600.0,
Piwik PRO,4,14000.0,13000.0,10000.0,20000.0,4898.979485566356
Platige Image,1,14000.0,14000.0,14000.0,14000.0,
Playbook Engineering,9,17000.0,20000.0,11000.0,20000.0,4500.0
Plenti,59,20966.101694915254,20000.0,12000.0,24000.0,2566.132886169349
Pointpack,2,11800.0,11800.0,11600.0,12000.0,282.842712474619
Polar Night Software,20,14000.0,14000.0,14000.0,14000.0,0.0
Polcode,8,12500.0,11000.0,11000.0,17000.0,2777.460299317654
PragmaGO.tech,1,12000.0,12000.0,12000.0,12000.0,
Pragmatic Coders,1,27300.0,27300.0,27300.0,27300.0,
Pragmile,7,19845.714285714286,20160.0,18480.0,23000.0,1624.8780173996358
Predica Sp. z o.o.,33,18389.39393939394,16750.0,11350.0,22700.0,3033.6332789597564
Pretius,1,11700.0,11700.0,11700.0,11700.0,
Primaris,14,20619.85714285714,20080.0,10000.0,29000.0,4799.06306331916
Printbox,6,7000.0,7000.0,6000.0,8000.0,1095.4451150103323
Procter & Gamble,28,8350.0,8350.0,7700.0,9000.0,661.9276003825106
Product Brew,2,10000.0,10000.0,6000.0,14000.0,5656.85424949238
Product Madness,29,15336.689655172413,16000.0,12000.0,23500.0,2837.769963286669
Profil Software,1,5000.0,5000.0,5000.0,5000.0,
Prognetics,1,15120.0,15120.0,15120.0,15120.0,
Program Kariera: staż w deepsense.ai,1,4500.0,4500.0,4500.0,4500.0,
Program Kariera: staż w firmie Żabka,3,4000.0,4000.0,4000.0,4000.0,0.0
Property Group Sp. z o.o.,1,15000.0,15000.0,15000.0,15000.0,
Prowly.com,1,13000.0,13000.0,13000.0,13000.0,
Przelewy24,11,7818.181818181818,8000.0,6000.0,8000.0,603.0226891555272
PubNub,19,23300.0,23300.0,23300.0,23300.0,0.0
Punkta Pro,9,10000.0,10000.0,10000.0,10000.0,0.0
QATestLab,6,6435.0,6435.0,6435.0,6435.0,0.0
QBICO Sp. z o.o.,9,10000.0,10000.0,10000.0,10000.0,0.0
QED Software,3,11000.0,12000.0,9000.0,12000.0,1732.0508075688772
QTF (ex. QualityTaskForce),3,18000.0,18000.0,18000.0,18000.0,0.0
Qodeca,1,18000.0,18000.0,18000.0,18000.0,
Quad IT Global Solutions,21,6047.619047619048,7000.0,5000.0,7000.0,1023.5326314383176
QualityMinds,11,24436.363636363636,25200.0,16800.0,25200.0,2532.6952944532145
Quantum,1,8000.0,8000.0,8000.0,8000.0,
QuarticON SA,2,14000.0,14000.0,13000.0,15000.0,1414.213562373095
RD Projekt,1,22200.0,22200.0,22200.0,22200.0,
RESPECT ENERGY (Program Kariera),1,6000.0,6000.0,6000.0,6000.0,
RMEdison Sp. z o.o.,1,16800.0,16800.0,16800.0,16800.0,
RPO Partners Sp. z o.o.,2,14000.0,14000.0,12000.0,16000.0,2828.42712474619
RST sp. z o.o. sp.k.,3,8000.0,8000.0,8000.0,8000.0,0.0
RTCLab Sp. z o.o.,1,8000.0,8000.0,8000.0,8000.0,
Ragnarson,19,8500.0,8500.0,8500.0,8500.0,0.0
Raiffeisen Bank International,1,24000.0,24000.0,24000.0,24000.0,
Raiffeisen Bank International AG,2,21000.0,21000.0,18000.0,24000.0,4242.640687119285
Rainbow Tours S.A.,1,8000.0,8000.0,8000.0,8000.0,
Ramp Network,7,16428.571428571428,12000.0,7000.0,27000.0,7452.228813295676
Randstad Polska Sp. z o.o.,2,12000.0,12000.0,12000.0,12000.0,0.0
ReadyCode.io,2,24500.0,24500.0,24000.0,25000.0,707.1067811865476
Real Recruitment Solutions,3,6800.0,6800.0,6800.0,6800.0,0.0
Recruitee,3,18000.0,18000.0,18000.0,18000.0,0.0
Recursive,2,31500.0,31500.0,27000.0,36000.0,6363.961030678927
RedCompass Labs,2,23000.0,23000.0,23000.0,23000.0,0.0
Reef Technologies,2,43680.0,43680.0,32760.0,54600.0,15443.212101114197
Reffine,1,12000.0,12000.0,12000.0,12000.0,
Relia Sol,4,16000.0,16000.0,16000.0,16000.0,0.0
Reliant Safety LLC,2,19305.0,19305.0,19305.0,19305.0,0.0
Remitly,4,27500.0,27500.0,25000.0,30000.0,2886.7513459481283
Rentals United,3,19200.0,19200.0,19200.0,19200.0,0.0
Reply,111,17405.405405405407,15000.0,12000.0,22000.0,4481.027435712362
Reply_multi,1,22000.0,22000.0,22000.0,22000.0,
Rescompany Systems,3,18000.0,18000.0,18000.0,18000.0,0.0
Research.com,41,18975.60975609756,18000.0,18000.0,20000.0,1012.1216546949455
Respect Energy,14,20000.0,20000.0,15000.0,25000.0,5188.745216627705
Retailic,1,8500.0,8500.0,8500.0,8500.0,
Revolut,1,13000.0,13000.0,13000.0,13000.0,
Robotec.ai,1,18000.0,18000.0,18000.0,18000.0,
Rocksoft,1,12000.0,12000.0,12000.0,12000.0,
Royal Gambit Sp. z o.o.,57,11666.666666666666,10000.0,10000.0,15000.0,2377.9743280283546
Rumble Fish Software Development,1,9000.0,9000.0,9000.0,9000.0,
S&P Global,8,15312.5,17750.0,10000.0,18000.0,3690.600996353536
SAFETEC Sp. z o.o.,1,8500.0,8500.0,8500.0,8500.0,
SANDS Partners,1,18000.0,18000.0,18000.0,18000.0,
SAVENTIC HEALTH sp. z o.o.,2,10000.0,10000.0,10000.0,10000.0,0.0
SETH SOFTWARE sp. z o.o.,11,7000.0,7000.0,7000.0,7000.0,0.0
SHIFTR,1,6000.0,6000.0,6000.0,6000.0,
SILENT EIGHT,5,15400.0,11000.0,11000.0,22000.0,6024.948132556828
SKYCASH POLAND S.A.,2,10000.0,10000.0,8000.0,12000.0,2828.42712474619
SOFLAB TECHNOLOGY,1,16800.0,16800.0,16800.0,16800.0,
SOFTIQ,1,12000.0,12000.0,12000.0,12000.0,
SOLEX B2B,6,7000.0,8000.0,5000.0,8000.0,1549.1933384829667
SPEEDNET,6,14416.666666666666,15000.0,11500.0,15000.0,1428.8690166235206
SPOC S.A.,2,10750.0,10750.0,4500.0,17000.0,8838.834764831845
STATSCORE Sp. z o.o.,31,22412.90322580645,24000.0,19200.0,24000.0,2263.881907327012
STEPWISE,8,16050.0,16800.0,10800.0,16800.0,2121.3203435596424
STS,3,11000.0,10000.0,10000.0,13000.0,1732.0508075688772
STX Next,4,17960.0,17960.0,17960.0,17960.0,0.0
SYSTEGRA,2,5950.0,5950.0,5600.0,6300.0,494.9747468305833
SZOLC Sport Academy & Store,1,42030.0,42030.0,42030.0,42030.0,
Sagenso,2,5500.0,5500.0,5000.0,6000.0,707.1067811865476
Sages,2,9500.0,9500.0,8000.0,11000.0,2121.3203435596424
Sastrify,9,18680.0,18680.0,18680.0,18680.0,0.0
Satim,1,12000.0,12000.0,12000.0,12000.0,
Satisfly,1,13000.0,13000.0,13000.0,13000.0,
Savangard Sp. z o.o.,1,10000.0,10000.0,10000.0,10000.0,
Scalaric,4,18000.0,18000.0,18000.0,18000.0,0.0
Scalo,8,21635.0,21000.0,17500.0,27500.0,3384.7515207386873
Scenifi,2,24000.0,24000.0,24000.0,24000.0,0.0
Schibsted,10,14580.0,17100.0,5000.0,25800.0,7131.432768619034
Sdncenter,1,14000.0,14000.0,14000.0,14000.0,
Sdncenter Sp. z o.o.,2,15000.0,15000.0,15000.0,15000.0,0.0
Sedivio,4,14500.0,16000.0,10000.0,16000.0,3000.0
SellIntegro,1,9000.0,9000.0,9000.0,9000.0,
Selleo,1,5600.0,5600.0,5600.0,5600.0,
Semantive,1,20000.0,20000.0,20000.0,20000.0,
Senovo -It,3,30000.0,30000.0,30000.0,30000.0,0.0
Senovo-it,1,20000.0,20000.0,20000.0,20000.0,
Sente,3,7466.666666666667,7000.0,7000.0,8400.0,808.2903768654762
Sentione,1,12000.0,12000.0,12000.0,12000.0,
Setapp,24,15000.0,15500.0,11000.0,35000.0,5166.783542390086
Sevenet S.A.,10,8000.0,8000.0,8000.0,8000.0,0.0
Severalnines,5,18680.0,18680.0,18680.0,18680.0,0.0
Shaped Thoughts,21,27000.0,27000.0,27000.0,27000.0,0.0
Shapespark,1,21840.0,21840.0,21840.0,21840.0,
Shelf,1,25740.0,25740.0,25740.0,25740.0,
ShiftKey,1,20000.0,20000.0,20000.0,20000.0,
Shoper S.A.,1,11000.0,11000.0,11000.0,11000.0,
Sideways 6,1,21280.0,21280.0,21280.0,21280.0,
Siepomaga.pl,7,16428.571428571428,14000.0,13000.0,20000.0,3359.421718944242
Sigma IT Poland,52,18605.384615384617,18480.0,7000.0,24000.0,4364.6640198339655
Sigmoidal,4,27456.0,27456.0,27456.0,27456.0,0.0
Sii,22,18590.909090909092,19000.0,16000.0,19000.0,1053.7502599713132
Silevis Software,2,15500.0,15500.0,11000.0,20000.0,6363.961030678927
Silvair,1,10000.0,10000.0,10000.0,10000.0,
Simplicity Recruitment,4,25250.0,24500.0,22000.0,30000.0,3593.9764421413042
Simply Talented,7,22416.0,22416.0,22416.0,22416.0,0.0
SimplyVision GmbH,4,29888.0,29888.0,29888.0,29888.0,0.0
Skillspark,21,24499.965714285714,25200.0,12800.0,34520.64,6198.315026602448
SmartBear,27,18000.0,19000.0,8000.0,21000.0,3700.3118371709825
SmartRecruiters Inc.,5,24600.0,24500.0,24500.0,25000.0,223.60679774997922
SmartWays Recruitment,2,12000.0,12000.0,9000.0,15000.0,4242.640687119285
Smartheads,1,8000.0,8000.0,8000.0,8000.0,
Smarttech247,1,15000.0,15000.0,15000.0,15000.0,
Smultron sp. z o.o.,1,9000.0,9000.0,9000.0,9000.0,
Snigel,4,16000.0,16000.0,16000.0,16000.0,0.0
Snowflake,9,32222.222222222223,35000.0,25000.0,35000.0,3632.4157862838947
Sofomo,10,12200.0,14000.0,7000.0,14000.0,2859.6814119369624
SoftKraft,2,17950.0,17950.0,16800.0,19100.0,1626.3455967290593
SoftPos.eu,4,14000.0,14000.0,14000.0,14000.0,0.0
SoftServe,6,15250.0,15250.0,10500.0,20000.0,5203.364296299078
Softax,4,5750.0,6000.0,5000.0,6000.0,499.9999999999999
Softline Sp. z o.o.,1,11000.0,11000.0,11000.0,11000.0,
Software Interactive Sp. z o.o.,38,12000.0,12000.0,11500.0,12500.0,506.71170970953136
Software Mansion,1,20000.0,20000.0,20000.0,20000.0,
Software-House.eu,10,13000.0,13000.0,13000.0,13000.0,0.0
SoftwareHut Sp. z o.o.,3,11666.666666666666,12000.0,11000.0,12000.0,577.3502691896259
Softwareact,4,19000.0,19000.0,19000.0,19000.0,0.0
Soldevelo,1,6000.0,6000.0,6000.0,6000.0,
Sollers Consulting Sp. z.o.o,14,10718.57142857143,10266.0,7300.0,14500.0,1691.5794037292128
